has_form,form_count,has_iframe,iframe_count,has_script,script_count,has_password_input,password_input_count,submit_input_count,email_input_count,hidden_tag_count,anchor_count,empty_href_count,https_link_ratio,external_link_count,internal_link_count,internal_to_total_ratio,external_to_total_ratio,suspicious_anchor_count,onclick_event_count,has_js_redirect,js_redirect_count,right_click_disabled,has_popup,popup_count,submit_to_email,has_favicon,has_div_upper,has_base64,total_line_count,total_text_length,title,title_length,meta_description,comment_count,div_count,span_count,style_count,meta_count,img_count,label_count,select_count,audio_count,video_count,table_count,th_count,tr_count,td_count,li_count,ul_count,p_count,h1_count,h2_count,br_count,option_count,base_count,address_count,nav_count,figure_count,section_count,canvas_count,button_count,label,url
0,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,19,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://saintlouishotelsguide.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,94,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://jirehconstruction.org
0,0,0,0,1,8,0,0,0,0,0,3,0,1.0,3,0,0.0,1.0,1,0,1,3,0,0,0,0,1,0,0,449,172,1,20,1,4,9,2,6,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,http://cocobenlemariage.com
0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://thesanctityfoundation.org
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://casa141arquitetura.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,86,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,http://myteccomp.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,89,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://barbaybosque.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://rasakraft.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,92,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,http://bullheadventure.com
0,0,1,1,1,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,74,24,1,31,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://home-roofing-bfykcw.zone
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,94,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,http://digitalproductsus.com
0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,52,45,1,16,0,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://live-chat25.com
0,0,0,0,1,3,0,0,0,0,0,2,0,1.0,2,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,100,118,1,26,1,7,5,0,1,14,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,http://harmonyvips.com
0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://lvomagasine.com
0,0,0,0,1,23,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,118,14266,1,62,1,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mobilepay-online-dk.bio
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,91,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,http://shefabhcapital.com
0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://amparoillescas.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://rrgoldsilchar.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,94,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://rudys-roofing-inc.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://advertisingmediaunlimited.com
1,1,0,0,1,6,0,0,0,0,0,7,2,0.42857142857142855,3,4,0.5714285714285714,0.42857142857142855,0,0,1,1,0,0,0,0,0,0,0,1019,707,1,22,0,0,82,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,http://sommaschool.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1012,750,1,27,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,http://heathbarkerbooks.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,87,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://mymodafoca.com
0,0,0,0,1,2,0,0,0,0,0,5,0,1.0,5,0,0.0,1.0,0,0,1,2,0,0,0,0,0,0,0,172,786,1,17,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,5,0,0,0,https://affectedsnowball.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,87,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://aimeemagee.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,86,1,15,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://oliveiragoulart.com
0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://recipesby.com
0,0,0,0,1,15,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,324,34,1,35,1,0,9,0,5,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,https://bizitech.store
0,0,0,0,1,23,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,118,18139,1,63,1,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://bookedupbymollie.com
0,0,0,0,1,2,0,0,0,1,0,5,1,0.6,3,2,0.4,0.6,0,0,0,0,0,0,0,0,1,0,0,385,843,1,20,0,0,63,13,0,3,28,6,0,0,0,0,0,0,0,16,3,12,1,0,0,0,0,0,0,0,0,0,2,0,https://kyiosk.com
0,0,0,0,0,0,0,0,0,0,0,8,0,0.125,4,4,0.5,0.5,0,4,1,4,0,0,0,0,1,0,0,137,397,1,27,1,0,16,10,0,5,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,https://forestwideshipping.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://churchtap.net
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://dcvero.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://sazonpuertorico.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1012,770,1,29,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,http://thefieldcounseling.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,87,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://bophouseuk.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,98,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://charlieandjamesshoppe.com
0,0,0,0,1,2,0,0,0,1,0,5,1,0.6,3,2,0.4,0.6,0,0,0,0,0,0,0,0,1,0,0,385,843,1,20,0,0,63,13,0,3,28,6,0,0,0,0,0,0,0,16,3,12,1,0,0,0,0,0,0,0,0,0,2,0,https://swargg.com
0,0,0,0,1,2,0,0,0,0,0,22,0,0.9545454545454546,22,0,0.0,1.0,0,1,1,1,0,0,0,0,1,0,0,304,2593,1,85,1,7,27,0,0,9,16,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,https://expertislogconsulting.com
0,0,0,0,1,2,0,0,0,1,0,5,1,0.6,3,2,0.4,0.6,0,0,0,0,0,0,0,0,1,0,0,385,841,1,20,0,0,63,13,0,3,28,6,0,0,0,0,0,0,0,16,3,12,1,0,0,0,0,0,0,0,0,0,2,0,https://bazll.com
0,0,0,0,1,1,0,0,0,0,0,4,0,1.0,4,0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,1,86,405,1,49,0,0,10,3,1,2,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,https://kryptoshift.world
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,89,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://fakegrenades.org
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,88,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://themodafoca.com
0,0,0,0,1,2,0,0,0,1,0,5,1,0.6,3,2,0.4,0.6,0,0,0,0,0,0,0,0,1,0,0,385,843,1,20,0,0,63,13,0,3,28,6,0,0,0,0,0,0,0,16,3,12,1,0,0,0,0,0,0,0,0,0,2,0,https://mxpics.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,91,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://showready.services
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,88,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://toadlyponds.com
1,1,0,0,1,6,0,0,0,0,0,5,2,0.2,1,4,0.8,0.2,0,0,1,1,0,0,0,0,0,0,0,986,508,1,18,0,0,74,17,12,17,0,1,0,0,2,0,0,0,0,0,0,4,2,1,0,0,0,0,3,0,3,0,1,0,http://gabipet.store
1,1,0,0,1,6,0,0,0,0,0,7,2,0.42857142857142855,3,4,0.5714285714285714,0.42857142857142855,0,0,1,1,0,0,0,0,0,0,0,1025,804,1,23,0,0,81,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,http://karolinfrick.com
0,0,0,0,1,11,0,0,0,0,0,5,0,1.0,5,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,345,183,1,32,0,1,19,4,16,4,0,0,0,0,0,0,0,0,0,4,1,4,0,0,1,0,0,0,2,0,0,0,4,0,https://nextbridgeconsultants.com
0,0,0,0,1,5,0,0,0,0,0,13,8,0.38461538461538464,5,8,0.6153846153846154,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,372,248,1,23,0,1,25,8,23,4,0,0,0,0,0,0,0,0,0,9,3,4,1,2,0,0,0,0,3,0,0,0,2,0,https://purdentixnow.com
0,0,1,1,1,1,0,0,0,0,0,5,4,0.2,1,4,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,1553,8661,1,35,0,20,289,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,1,0,0,0,0,0,https://aiagents-rene.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1012,780,1,30,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,http://whiterhinomarketing.com
1,1,0,0,1,6,0,0,0,0,0,7,2,0.42857142857142855,3,4,0.5714285714285714,0.42857142857142855,0,0,1,1,0,0,0,0,0,0,0,1015,727,1,24,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://richrockstore.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://gadget-worlds.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1012,690,1,21,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://a2hstudios.com
0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://peptides4pups.com
0,0,0,0,1,4,0,0,0,0,0,14,8,0.07142857142857142,6,8,0.5714285714285714,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,377,242,1,19,0,0,25,8,23,4,0,0,0,0,0,0,0,0,0,10,5,4,1,2,0,0,0,0,3,0,0,0,2,0,http://readytogoonyourjourney.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1008,868,1,14,0,0,78,16,14,17,0,3,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://ace-avl.com
1,1,0,0,1,6,0,0,0,0,0,7,2,0.42857142857142855,3,4,0.5714285714285714,0.42857142857142855,0,0,1,1,0,0,0,0,0,0,0,1015,777,1,29,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://arvprivatesecurity.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1016,690,1,21,0,0,82,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://rivo-group.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://sy-sale.com
1,2,0,0,1,22,1,1,0,1,5,6,0,0.16666666666666666,2,4,0.6666666666666666,0.3333333333333333,0,0,1,4,0,0,0,0,0,0,0,789,328,1,37,1,0,18,8,5,14,0,2,0,0,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,0,1,0,3,0,https://aquamastermarineservicesllc.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://waterconst.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1016,680,1,20,0,0,82,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://lacasalau.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://adi-graphics.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1012,720,1,24,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://thefamilystew.com
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1012,780,1,30,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://asktoyoursupervisor.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,93,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://seemetruckingcom.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,101,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://omnipolativetechnologies.com
1,2,0,0,1,27,1,1,0,1,5,8,0,0.125,2,6,0.75,0.25,0,0,1,4,0,0,0,0,0,0,0,867,318,1,22,1,0,18,12,6,17,0,2,0,0,0,0,0,0,0,5,2,1,1,2,0,0,0,0,0,0,1,0,3,0,https://sketchbookhub.store
1,1,0,0,1,6,0,0,0,0,0,6,1,0.5,3,3,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,1012,760,1,28,0,0,80,16,13,17,1,3,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,3,0,1,0,https://bloomsthreadmedia.com
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,87,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://airitalian.com
1,2,0,0,1,22,1,1,0,1,5,7,0,0.0,0,7,1.0,0.0,0,0,1,4,0,0,0,0,1,0,0,854,283,1,15,1,0,18,10,6,16,1,2,0,0,0,0,0,0,0,4,2,1,0,2,0,0,0,0,0,0,1,0,3,0,https://zoomandwag.store
0,0,0,0,1,7,0,0,0,0,0,26,3,0.038461538461538464,1,25,0.9615384615384616,0.038461538461538464,0,0,1,1,0,0,0,0,0,0,1,1507,1160,1,35,0,0,110,31,15,18,3,0,0,0,0,0,0,0,0,18,4,21,2,2,0,0,0,0,3,0,5,0,0,0,http://marydonas.org
0,0,0,0,1,7,0,0,0,0,0,26,3,0.038461538461538464,1,25,0.9615384615384616,0.038461538461538464,0,0,1,1,0,0,0,0,0,0,1,1507,1160,1,35,0,0,110,31,15,18,3,0,0,0,0,0,0,0,0,18,4,21,2,2,0,0,0,0,3,0,5,0,0,0,http://marydonas.net
0,0,0,0,1,6,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,62,94,1,18,0,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://redcanyonclothing.com
0,0,0,0,0,0,0,0,0,0,0,8,0,0.125,4,4,0.5,0.5,0,4,1,4,0,0,0,0,1,0,0,137,397,1,27,1,0,16,10,0,5,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,https://monhommedesneiges.com
0,0,0,0,1,5,0,0,0,0,0,8,0,1.0,8,0,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,152,679,1,45,1,0,20,5,1,4,2,0,0,0,0,0,0,0,0,4,1,4,0,1,6,0,0,0,1,0,0,0,1,0,https://nramos.cloud
0,0,0,0,1,2,0,0,0,1,0,5,1,0.6,3,2,0.4,0.6,0,0,0,0,0,0,0,0,1,0,0,385,843,1,20,0,0,63,13,0,3,28,6,0,0,0,0,0,0,0,16,3,12,1,0,0,0,0,0,0,0,0,0,2,0,https://toxxiq.com
0,0,0,0,1,8,0,0,0,0,0,6,0,0.8333333333333334,5,1,0.16666666666666666,0.8333333333333334,0,0,0,0,0,0,0,0,1,0,0,581,161,1,44,1,4,111,5,2,21,48,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,9,0,0,0,https://ug989.org
0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://alliedpetrochemicals.com
